complaint_id,timestamp,text_length,gemini_risk_score,openai_risk_score,risk_score_difference,category_match,gemini_category,openai_category,both_high_risk,both_low_risk,gemini_red_flags,openai_red_flags,gemini_scam_type,openai_scam_type,gemini_financial_risk,openai_financial_risk
5833930,2025-12-04T14:06:41.199580,2379,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check/Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Significant, based on the amounts transferred and the resulting negative account balance.', 'explanation': 'The victim transferred a substantial amount of their own money, believing it was for legitimate equipment, and is now facing a negative bank account balance due to the fake check.'}","{'level': 'Critical', 'potential_loss': 'Significant amount transferred via fake check', 'explanation': 'Victim transferred personal funds based on a fake check deposit.'}"
5834474,2025-12-04T14:06:50.210226,3015,95,90,5,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Job Offer / Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Unknown (potentially the full amount of the fake checks plus any associated fees)', 'explanation': 'The victim has deposited fake checks and potentially sent money from their account. They are at risk of being liable for the bounced check amounts, overdraft fees, and any funds they may have already transferred.'}","{'level': 'High', 'potential_loss': 'Varies depending on check amounts', 'explanation': 'Victim deposited fake checks and sent money to scammers, risking financial loss.'}"
5844349,2025-12-04T14:07:01.033666,2998,95,90,5,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Undetermined, but includes negative account balance and potential debt.', 'explanation': ""The victim's bank account was closed and subsequently reopened with a negative balance due to the fraudulent check and the scammer-facilitated transfers. This has also led to charges being sent back due to the negative amount, indicating ongoing financial distress and potential for further loss.""}","{'level': 'Critical', 'potential_loss': 'Varies, but includes negative account balance and potential overdraft fees', 'explanation': ""Victim's bank account was closed and reopened with a negative balance due to fraudulent check and subsequent transactions.""}"
5903957,2025-12-04T14:07:08.131173,2103,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check / Advance Fee Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'High', 'potential_loss': '{[AMOUNT]} (and potentially more, depending on the total amount of checks deposited and funds sent)', 'explanation': 'The victim lost the amount they sent via Zelle, believing it was for legitimate work expenses, and their bank account was depleted by the bounced checks.'}","{'level': 'Critical', 'potential_loss': 'Significant amount sent via XXXX', 'explanation': 'Victim used personal funds after checks were returned.'}"
6184246,2025-12-04T14:07:17.245574,1234,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Money Mule'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim was instructed to deposit and then use funds that were fraudulent, leading to potential liability for the stolen money and the loss of the funds used to purchase Bitcoin.'}","{'level': 'Critical', 'potential_loss': 'Unknown, but includes the amount deposited and potential legal consequences', 'explanation': 'The victim was used as a money mule, which can result in significant financial loss and legal issues.'}"
6419337,2025-12-04T14:07:26.255016,3017,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check/Advance Fee Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'High', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim was tricked into sending {[AMOUNT]} of their own money to a third party based on a fraudulent check. The full amount of the check was also temporarily held or potentially withdrawn from their account.'}","{'level': 'Critical', 'potential_loss': 'Potentially thousands of dollars', 'explanation': 'Victim was instructed to deposit a fake check and send money to a third party, risking personal funds.'}"
6427148,2025-12-04T14:07:36.904405,1070,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '[{AMOUNT}]', 'explanation': ""The victim lost the amount of money they sent to the 'stylist' after depositing a fake check, which was then retracted by the bank. The bank's denial of reimbursement leaves the victim responsible for the full loss.""}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'Victim was instructed to send money from a fake check, resulting in financial loss.'}"
6483849,2025-12-04T14:07:43.480105,1819,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Thousands of dollars', 'explanation': 'The victim is thousands of dollars negative in their account due to depositing fake checks and then sending legitimate funds to scammers, and is now responsible for repaying the bank.'}","{'level': 'Critical', 'potential_loss': 'Thousands of dollars', 'explanation': 'The victim is responsible for the funds sent to vendors after depositing fake checks.'}"
6504818,2025-12-04T14:07:52.366771,1301,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check/Payment Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': ""The victim lost {[AMOUNT]} from their bank account after a fraudulent check bounced, in addition to potentially losing the funds sent to 'vendors'. Their account was left negative.""}","{'level': 'Critical', 'potential_loss': 'Significant financial loss due to returned checks', 'explanation': ""Victim's account was left negative after checks were returned unpaid""}"
6584888,2025-12-04T14:08:00.099136,299,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check/Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim has already experienced financial loss due to a bad check and has an overdrawn bank account. Further financial repercussions are likely if the scam continues or if they fall for other aspects of the scam.'}","{'level': 'Critical', 'potential_loss': 'Amount overdrawn from bank account', 'explanation': 'Victim deposited a fake check and is now facing financial loss due to overdraft.'}"
6703555,2025-12-04T14:08:08.440720,3015,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check / Advance Fee Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Unknown, but includes the amount of the fake check, any funds sent back, and potentially the negative bank balance plus collection fees.', 'explanation': 'The victim was tricked into depositing a fake check and then wiring funds, leading to a negative bank balance and potential collection actions.'}","{'level': 'Critical', 'potential_loss': 'Unknown, but includes negative bank balance and potential debt collection', 'explanation': 'Victim deposited a fake check and was instructed to send money back, resulting in a negative balance and potential debt.'}"
6903972,2025-12-04T14:08:19.702543,3015,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Mystery Shopper Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Mystery Shopper Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]} plus unknown fees and interest', 'explanation': 'The victim is facing significant financial loss due to fraudulent purchases made on credit cards, with the bank ultimately holding the victim responsible. The total amount is substantial, and ongoing fees and interest will increase the loss.'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'Victim made significant purchases on credit cards under false pretenses and is now liable for the charges.'}"
6927073,2025-12-04T14:08:29.743319,3015,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Cryptocurrency Fraud'}","{'level': 'Critical', 'potential_loss': 'Unknown, but includes frozen bank accounts and inability to pay bills', 'explanation': ""The victim's bank accounts, including their husband's, were frozen by Bank of America due to suspected fraudulent cryptocurrency operations, leaving them unable to pay bills and potentially facing further financial repercussions.""}","{'level': 'Critical', 'potential_loss': 'Unknown, but includes potential loss of all bank funds and legal implications', 'explanation': 'Involvement in unauthorized financial transactions and account closures'}"
7212558,2025-12-04T14:08:40.428185,1983,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Job Offer Scam (often with fake check/money mule component)'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Significant (amount of the fake check plus potentially the unauthorized Venmo charges)', 'explanation': 'The victim sent money from their own account based on a fraudulent check. They are also facing potential charges from Venmo for unauthorized transactions and could be liable for the bounced check.'}","{'level': 'Critical', 'potential_loss': 'Significant financial loss due to fake check and unauthorized transactions', 'explanation': 'Victim sent money based on a fake check and now faces potential charges from Venmo'}"
7283899,2025-12-04T14:08:52.688996,2421,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check / Wire Transfer Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '$ [AMOUNT] (initial check) + $ [Amount wired] + potentially more if the fraudulent check bounces and the bank holds the victim responsible for the full amount of the fraudulent check.', 'explanation': ""The victim was instructed to deposit a fraudulent check and then wire a significant portion of those funds. This exposes them to potential loss of the wired amount and any fees or penalties from their bank for depositing a fraudulent check. The bank's reaction suggests the victim is on the hook for the full amount of the fake check.""}","{'level': 'Critical', 'potential_loss': 'Amount of the fraudulent check and wire transfer', 'explanation': 'Victim was asked to deposit a fraudulent check and wire funds, leading to potential financial loss.'}"
7334108,2025-12-04T14:09:01.794697,2544,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check/Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Check Fraud'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim lost {[AMOUNT]} due to a fraudulent check and subsequent wire transfer initiated under the false pretense of legitimate employment.'}","{'level': 'Critical', 'potential_loss': 'Significant amount related to the check and subsequent transfer', 'explanation': 'Victim was led to deposit a fake check and then send money, resulting in financial loss.'}"
7616873,2025-12-04T14:09:11.215946,3016,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check/Advance Fee Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim lost the deposited amount, leading to account closure and potential further financial repercussions.'}","{'level': 'Critical', 'potential_loss': 'Unknown but potentially significant due to bank account closure', 'explanation': ""Victim's bank account was closed due to suspicious activity involving fake checks.""}"
7672786,2025-12-04T14:09:17.384696,361,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check/Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim was involved in a scam that resulted in significant financial loss due to fraudulent transactions including a deposited fake check and a sent fraudulent money transfer. The bank is holding the victim responsible for the money transfer, despite clearing the fraudulent check.'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim is held responsible for a fraudulent money transfer, indicating a significant financial risk.'}"
7873197,2025-12-04T14:09:26.168429,1597,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Nearly $XXXX', 'explanation': ""The victim lost a significant amount of money by depositing fraudulent checks and transferring funds based on the scammer's instructions.""}","{'level': 'Critical', 'potential_loss': 'nearly $XXXX', 'explanation': 'Victim lost money due to transferring funds from fake checks.'}"
7873321,2025-12-04T14:09:37.526612,2238,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Money Mule Scheme'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scams'}","{'level': 'Critical', 'potential_loss': 'Likely several thousand dollars (based on the amount of fraudulent checks and equipment costs)', 'explanation': 'The victim was instructed to deposit fraudulent checks, transfer funds to third parties, and purchase equipment that was subsequently lost. This is a common money mule scam designed to defraud both the victim and the financial institutions involved.'}","{'level': 'Critical', 'potential_loss': 'Significant financial loss due to fake checks and equipment purchases', 'explanation': 'Victim was deceived into depositing fake checks and making upfront payments for equipment, leading to substantial financial liability.'}"
7877277,2025-12-04T14:09:47.671595,3014,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Placement/Staffing Scams'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Employment'}","{'level': 'Critical', 'potential_loss': '$XXXX (amount lost)', 'explanation': 'The victim lost a significant amount of money through fraudulent checks and wire transfers for fictitious equipment purchases.'}","{'level': 'Critical', 'potential_loss': 'Significant financial loss due to equipment purchase and wire transfers', 'explanation': 'Victim was instructed to purchase equipment and send money via wire transfers, resulting in financial loss.'}"
8194212,2025-12-04T14:09:56.169217,1476,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'The amount of the wire transfer plus any associated bank fees, and potentially the entire amount of the fraudulent check if not fully covered by the bank.', 'explanation': 'The victim lost a significant amount of personal savings through a wire transfer, impacting their ability to pay rent and other bills.'}","{'level': 'Critical', 'potential_loss': 'Significant personal savings', 'explanation': 'Victim lost personal funds due to fake check scam and wire transfer.'}"
8423861,2025-12-04T14:10:02.517696,1261,100,85,15,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Investment/Money Mule Scheme'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Bank Dispute Handling Issues'}","{'level': 'Critical', 'potential_loss': 'Unknown, but significant enough to warrant police and multiple agency reports.', 'explanation': ""The victim's daughter was likely used as a money mule, and the financial loss could be substantial and potentially extend to legal liabilities if not handled correctly.""}","{'level': 'High', 'potential_loss': 'Unknown', 'explanation': ""The victim's daughter was involved in a scam that led to financial transactions requiring disputes.""}"
8714085,2025-12-04T14:10:10.096461,2987,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]} (amount of the bounced check and the funds transferred)', 'explanation': 'The victim deposited a fraudulent check, then transferred funds from that deposit to another scammer, and is now being held responsible by the bank for the full amount of the bounced check.'}","{'level': 'High', 'potential_loss': '{[AMOUNT]}', 'explanation': 'Victim is liable for the amount transferred via Zelle after the check bounced.'}"
8790731,2025-12-04T14:10:20.434800,727,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check / Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'XXXX dollars (amount sent by the victim) plus potential overdraft fees and negative impact on credit.', 'explanation': 'The victim lost personal funds and had their bank account permanently closed, indicating significant financial and reputational damage.'}","{'level': 'High', 'potential_loss': 'XXXX dollars', 'explanation': 'Victim was asked to send personal funds after depositing a fake check, leading to potential financial loss and bank account closure.'}"
8951824,2025-12-04T14:10:28.424856,540,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Payment/Equipment Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Equipment Purchase'}","{'level': 'High', 'potential_loss': '{[AMOUNT]} and {[AMOUNT]}', 'explanation': 'The victim has already sent significant sums of money to fraudulent vendors and is now seeking to recover these losses.'}","{'level': 'High', 'potential_loss': 'Unknown amounts', 'explanation': 'Victim sent payments to vendors for supposed job-related equipment.'}"
8988178,2025-12-04T14:10:39.178006,625,95,90,5,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Account Takeover/Information Theft'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Bank Account Theft'}","{'level': 'Critical', 'potential_loss': 'Unknown (at least all funds in the account, potential for further identity theft)', 'explanation': ""The victim's bank account has been compromised, leading to unauthorized card activity and inability to access funds, resulting in immediate financial hardship and eviction risk.""}","{'level': 'Critical', 'potential_loss': 'Unknown, but includes bank account access and potential eviction', 'explanation': ""The victim's bank account was compromised, leading to potential financial loss and eviction risk.""}"
9047695,2025-12-04T14:10:50.853310,1042,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Identity Theft and Payment Fraud'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Corporate Identity Theft'}","{'level': 'Critical', 'potential_loss': 'Unknown, but includes cost of cell phones and potential impact on credit score and banking history.', 'explanation': ""The victim's financial accounts have been directly compromised, leading to unauthorized purchases and fraudulent transactions. The resolution process with Discover has been unsatisfactory, leaving the victim responsible for the financial fallout.""}","{'level': 'Critical', 'potential_loss': 'Significant financial liability from unauthorized transactions', 'explanation': ""Victim's accounts were used for unauthorized purchases and financial transactions, leading to potential significant financial losses.""}"
9095183,2025-12-04T14:10:59.554717,1283,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim is responsible for the full amount of the bad checks deposited into their account, leading to significant financial liability.'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'Victim is liable for the amount of the fake checks deposited and must bring account into good standing.'}"
9351098,2025-12-04T14:11:08.622014,1950,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check / Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Unknown (but significant, leading to bank account closure and reporting)', 'explanation': 'The victim lost the money they withdrew from the fraudulent check and is now facing long-term reporting issues with financial institutions, potentially costing them the ability to conduct basic banking.'}","{'level': 'Critical', 'potential_loss': 'Significant financial loss due to fraudulent check and subsequent account issues', 'explanation': 'The victim deposited a fake check and used personal funds to purchase equipment, resulting in financial loss and negative banking consequences.'}"
9352111,2025-12-04T14:11:18.085364,1967,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam/Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Significant, including overdraft fees, loss of funds, and long-term damage to credit and banking history', 'explanation': 'The victim was instructed to deposit a fraudulent check, withdraw cash, and then send a portion of that money to the scammers. This is a classic money mule scam facilitated by a fake check. The victim is now facing account overdrafts, potential legal repercussions, and long-term difficulty opening bank accounts due to fraudulent reporting.'}","{'level': 'Critical', 'potential_loss': 'Significant financial loss due to negative bank balance and inability to open new accounts', 'explanation': 'Victim deposited a fraudulent check and sent money to scammers, resulting in financial loss and banking restrictions.'}"
9480888,2025-12-04T14:11:24.745955,1471,95,90,5,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim lost a significant amount of money ({[AMOUNT]}) due to a fraudulent check scam, and their bank account was ultimately closed.'}","{'level': 'High', 'potential_loss': '{[AMOUNT]}', 'explanation': 'Victim deposited a fraudulent check, leading to account restriction and potential financial loss.'}"
9709633,2025-12-04T14:11:32.838305,1352,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check/Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Corporate Identity Theft'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim has lost a significant amount of money deposited via a fake check, which has now bounced, leaving them liable and out of pocket. The bank is refusing to refund the lost funds.'}","{'level': 'Critical', 'potential_loss': '[AMOUNT]', 'explanation': 'Victim lost money due to depositing a fake check and transferring funds.'}"
10042620,2025-12-04T14:11:42.493104,3015,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Job Offer / Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scams'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim lost a substantial amount of money due to depositing a counterfeit check and subsequently wiring funds as instructed by the scammers.'}","{'level': 'Critical', 'potential_loss': ""Substantial portion of victim's finances"", 'explanation': 'Victim lost a significant amount due to counterfeit checks and subsequent wire transfers.'}"
10136040,2025-12-04T14:11:50.039244,1924,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Money Mule'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '[AMOUNT]', 'explanation': 'The victim was instructed to deposit fake checks and wire funds to unknown accounts, leading to significant financial loss. The amount lost is directly tied to the wires sent.'}","{'level': 'Critical', 'potential_loss': '[AMOUNT]', 'explanation': 'Victim was instructed to deposit fake checks and wire money, leading to potential financial loss.'}"
10933101,2025-12-04T14:11:56.900696,1252,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check/Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'Victim was instructed to deposit fake checks and then wire transfer funds to a fraudulent vendor, likely resulting in a significant financial loss after the initial checks bounced.'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': ""Victim deposited fake checks and transferred real money to a scammer's account.""}"
11247126,2025-12-04T14:12:04.990678,384,100,95,5,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Identity Theft/Fraudulent Debt'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Identity Theft'}","{'level': 'Critical', 'potential_loss': 'Unknown (due to fraudulent debt and potential further identity theft)', 'explanation': 'The victim has already incurred fraudulent debt and their sensitive information (SSN, ID) has been compromised, putting them at high risk for further financial and identity theft.'}","{'level': 'Critical', 'potential_loss': 'Varies based on unauthorized credit card debt', 'explanation': ""Victim's SSN and ID were used for fraudulent credit card applications, leading to potential significant financial liabilities.""}"
11258229,2025-12-04T14:12:12.511133,1219,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check/Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim was instructed to transfer a significant amount of money to a fake vendor, indicating a direct financial loss.'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'Victim was instructed to deposit a fake check and transfer funds, resulting in financial loss.'}"
11310670,2025-12-04T14:12:20.826905,1541,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Corporate Identity Theft', 'subcategory': 'Impersonation Scam'}","{'primary_category': 'Corporate Identity Theft', 'subcategory': 'Impersonation of Legitimate Company'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': ""The victim lost a significant amount of money, directly due to the scammer's requests to transfer funds under false pretenses.""}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim was scammed out of a significant amount of money through fraudulent transactions.'}"
